Frequency (Hz),Amplitude
0.000000000000000000e+00,1.283458010471018491e-02
3.332009981851179279e-03,2.657679641000365990e-04
6.664019963702358558e-03,1.889341419844956437e-04
9.996029945553538271e-03,1.538084523273138579e-04
1.332803992740471712e-02,1.175142091445217696e-04
1.666004990925589596e-02,9.417738778077996986e-05
1.999205989110707654e-02,7.688447163585843765e-05
2.332406987295825365e-02,7.278872564388828837e-05
2.665607985480943423e-02,1.435075814150560945e-04
2.998808983666061481e-02,1.074365846230808548e-04
3.332009981851179192e-02,1.030236007859974817e-04
3.665210980036297250e-02,9.687718760360627544e-05
3.998411978221415308e-02,1.022545233642737944e-04
4.331612976406533366e-02,9.225670035287518672e-05
4.664813974591650730e-02,9.041570334531988666e-05
4.998014972776768788e-02,8.942773063437939633e-05
5.331215970961886846e-02,8.600101914958586675e-05
5.664416969147004904e-02,9.666765193420722216e-05
5.997617967332122962e-02,9.536279981202296649e-05
6.330818965517240327e-02,9.737371177678837879e-05
6.664019963702358385e-02,9.742646647665131800e-05
6.997220961887476443e-02,1.020205812574479512e-04
7.330421960072594501e-02,9.748911597276252244e-05
7.663622958257712559e-02,1.017707999761168674e-04
7.996823956442830617e-02,1.038561320407039624e-04
8.330024954627948675e-02,1.049838014103245847e-04
8.663225952813066733e-02,1.108968986739623845e-04
8.996426950998183403e-02,1.072052550600443752e-04
9.329627949183301461e-02,1.049262330411292996e-04
9.662828947368419519e-02,1.052504919173305968e-04
9.996029945553537577e-02,1.065885062046010667e-04
1.032923094373865563e-01,1.091381118953383973e-04
1.066243194192377369e-01,1.153400838108555845e-04
1.099563294010889175e-01,1.140405798720240543e-04
1.132883393829400981e-01,1.118732168291235082e-04
1.166203493647912787e-01,1.179204159958485362e-04
1.199523593466424592e-01,1.182009386110248001e-04
1.232843693284936398e-01,1.198469558227826886e-04
1.266163793103448065e-01,1.222571895746874828e-04
1.299483892921959871e-01,1.296367831118375603e-04
1.332803992740471677e-01,1.326579196217498723e-04
1.366124092558983483e-01,1.332517041639174444e-04
1.399444192377495289e-01,1.366340456261836919e-04
1.432764292196007094e-01,1.413701142487561906e-04
1.466084392014518900e-01,1.423132836585727634e-04
1.499404491833030706e-01,1.446256830660894545e-04
1.532724591651542512e-01,1.466305076950804448e-04
1.566044691470054318e-01,1.487184395965391237e-04
1.599364791288566123e-01,1.478513580909759570e-04
1.632684891107077929e-01,1.530262725651988266e-04
1.666004990925589735e-01,1.559988815086794662e-04
1.699325090744101541e-01,1.577266439352643912e-04
1.732645190562613347e-01,1.601343962013791679e-04
1.765965290381125152e-01,1.584604379122619511e-04
1.799285390199636681e-01,1.601450084281491756e-04
1.832605490018148486e-01,1.651791463547701256e-04
1.865925589836660292e-01,1.681123270008511397e-04
1.899245689655172098e-01,1.672899810699465448e-04
1.932565789473683904e-01,1.711752758250130577e-04
1.965885889292195710e-01,1.767045771670125280e-04
1.999205989110707515e-01,1.787757972799174826e-04
2.032526088929219321e-01,1.813585068895273754e-04
2.065846188747731127e-01,1.834216341097493191e-04
2.099166288566242933e-01,1.838089462203983798e-04
2.132486388384754739e-01,1.911104572294598921e-04
2.165806488203266544e-01,1.932264192630952257e-04
2.199126588021778350e-01,1.951361922983973899e-04
2.232446687840290156e-01,1.989788009558890610e-04
2.265766787658801962e-01,2.021142869644412603e-04
2.299086887477313768e-01,2.077917704486125720e-04
2.332406987295825573e-01,2.101902934256940801e-04
2.365727087114337379e-01,2.148699746462555133e-04
2.399047186932849185e-01,2.176409507966096675e-04
2.432367286751360991e-01,2.192753928084771554e-04
2.465687386569872797e-01,2.283471070852587115e-04
2.499007486388384325e-01,2.288178904997356384e-04
2.532327586206896131e-01,2.353853080981816077e-04
2.565647686025407936e-01,2.373374289392426398e-04
2.598967785843919742e-01,2.414494450377871655e-04
2.632287885662431548e-01,2.455940035180875346e-04
2.665607985480943354e-01,2.478967977275866783e-04
2.698928085299455160e-01,2.556402196625315033e-04
2.732248185117966965e-01,2.590519251034941860e-04
2.765568284936478771e-01,2.669397946695831214e-04
2.798888384754990577e-01,2.715459780942102146e-04
2.832208484573502383e-01,2.742561073533891021e-04
2.865528584392014189e-01,2.844161250861278255e-04
2.898848684210525994e-01,2.905483041404328471e-04
2.932168784029037800e-01,2.975459699519016998e-04
2.965488883847549606e-01,3.007493481378987208e-04
2.998808983666061412e-01,3.061570377321326747e-04
3.032129083484573218e-01,3.171392860959447056e-04
3.065449183303085023e-01,3.194684226086834519e-04
3.098769283121596829e-01,3.272972454202899327e-04
3.132089382940108635e-01,3.323074755831303875e-04
3.165409482758620441e-01,3.409286890044933242e-04
3.198729582577132247e-01,3.535622229986935946e-04
3.232049682395644052e-01,3.596425198133051081e-04
3.265369782214155858e-01,3.695451203552742358e-04
3.298689882032667664e-01,3.754543051163675019e-04
3.332009981851179470e-01,3.837870526285228675e-04
3.365330081669691276e-01,3.915457597461516575e-04
3.398650181488203081e-01,4.018561374603958993e-04
3.431970281306714887e-01,4.108985409987153171e-04
3.465290381125226693e-01,4.241087930160061326e-04
3.498610480943738499e-01,4.354898469529444680e-04
3.531930580762250305e-01,4.466871151719428116e-04
3.565250680580761555e-01,4.545596637161617251e-04
3.598570780399273361e-01,4.703908191156725349e-04
3.631890880217785167e-01,4.855667880486065602e-04
3.665210980036296973e-01,4.948204343506621902e-04
3.698531079854808779e-01,5.108123406900040141e-04
3.731851179673320584e-01,5.198149224355251606e-04
3.765171279491832390e-01,5.405650908330158176e-04
3.798491379310344196e-01,5.531845025960566457e-04
3.831811479128856002e-01,5.677877029714716592e-04
