Frequency (Hz),Amplitude
0.000000000000000000e+00,2.104097009786893083e-02
3.332009981851179279e-03,5.393080173354446649e-04
6.664019963702358558e-03,2.418484825980679186e-04
9.996029945553538271e-03,1.904609482664742842e-04
1.332803992740471712e-02,1.302953337054836547e-04
1.666004990925589596e-02,1.308494253834648557e-04
1.999205989110707654e-02,1.341531613126005398e-04
2.332406987295825365e-02,1.127729721207204665e-04
2.665607985480943423e-02,1.036961459968798057e-04
2.998808983666061481e-02,1.039199687526868806e-04
3.332009981851179192e-02,1.109264309534511083e-04
3.665210980036297250e-02,9.688966557203691039e-05
3.998411978221415308e-02,9.594160470899637278e-05
4.331612976406533366e-02,1.032315484654334581e-04
4.664813974591650730e-02,1.059855193228621481e-04
4.998014972776768788e-02,4.063208393168824602e-05
5.331215970961886846e-02,1.584941256754749273e-04
5.664416969147004904e-02,9.998935371400519633e-05
5.997617967332122962e-02,9.638180050395173809e-05
6.330818965517240327e-02,1.137251362731305019e-04
6.664019963702358385e-02,1.163026619994682087e-04
6.997220961887476443e-02,1.094429664547017493e-04
7.330421960072594501e-02,1.069617061233850864e-04
7.663622958257712559e-02,1.067324986642503214e-04
7.996823956442830617e-02,1.094307153659749540e-04
8.330024954627948675e-02,1.010853099608724514e-04
8.663225952813066733e-02,1.031624319592412160e-04
8.996426950998183403e-02,1.145396584334219977e-04
9.329627949183301461e-02,1.029858780131196247e-04
9.662828947368419519e-02,1.138890864365409015e-04
9.996029945553537577e-02,1.188912925700815891e-04
1.032923094373865563e-01,1.149020502994577603e-04
1.066243194192377369e-01,1.151831592022729855e-04
1.099563294010889175e-01,1.141050637596714175e-04
1.132883393829400981e-01,1.233721991440903890e-04
1.166203493647912787e-01,1.174275863767274735e-04
1.199523593466424592e-01,1.227222463352284419e-04
1.232843693284936398e-01,1.199770747672266778e-04
1.266163793103448065e-01,1.248482524579972374e-04
1.299483892921959871e-01,1.261101506604799113e-04
1.332803992740471677e-01,1.248229601174354172e-04
1.366124092558983483e-01,1.254872438888488407e-04
1.399444192377495289e-01,1.259672918533489650e-04
1.432764292196007094e-01,1.276328681751214206e-04
1.466084392014518900e-01,1.289208987755899012e-04
1.499404491833030706e-01,1.342441551453595018e-04
1.532724591651542512e-01,1.390773069308884845e-04
1.566044691470054318e-01,1.396552755931783005e-04
1.599364791288566123e-01,1.399577524715073468e-04
1.632684891107077929e-01,1.449260951761206480e-04
1.666004990925589735e-01,1.444927386879700027e-04
1.699325090744101541e-01,1.465653179448426038e-04
1.732645190562613347e-01,1.514995959606556155e-04
1.765965290381125152e-01,1.545752402411039233e-04
1.799285390199636681e-01,1.610282633191805238e-04
1.832605490018148486e-01,1.597220778465013261e-04
1.865925589836660292e-01,1.616146581008412388e-04
1.899245689655172098e-01,1.668171024063977729e-04
1.932565789473683904e-01,1.620294120136600363e-04
1.965885889292195710e-01,1.661056484993215403e-04
1.999205989110707515e-01,1.731325366148345397e-04
2.032526088929219321e-01,1.754501177757732198e-04
2.065846188747731127e-01,1.780129464643854240e-04
2.099166288566242933e-01,1.824214014312076318e-04
2.132486388384754739e-01,1.837302514735682376e-04
2.165806488203266544e-01,1.877741995748743488e-04
2.199126588021778350e-01,1.926129854242859449e-04
2.232446687840290156e-01,1.947219081786684663e-04
2.265766787658801962e-01,1.983411978926563808e-04
2.299086887477313768e-01,1.998400742700040577e-04
2.332406987295825573e-01,2.027603611509417160e-04
2.365727087114337379e-01,2.100931128266310226e-04
2.399047186932849185e-01,2.113930353510582762e-04
2.432367286751360991e-01,2.112989204028499458e-04
2.465687386569872797e-01,2.183096299278530978e-04
2.499007486388384325e-01,2.210083067682994790e-04
2.532327586206896131e-01,2.248467955630014986e-04
2.565647686025407936e-01,2.321768107667940956e-04
2.598967785843919742e-01,2.365067264801192144e-04
2.632287885662431548e-01,2.377273644616792567e-04
2.665607985480943354e-01,2.467247397794144624e-04
2.698928085299455160e-01,2.480734015036828075e-04
2.732248185117966965e-01,2.496218088341232684e-04
2.765568284936478771e-01,2.560750221081692216e-04
2.798888384754990577e-01,2.624831799860122467e-04
2.832208484573502383e-01,2.652628134884969379e-04
2.865528584392014189e-01,2.717878515875766111e-04
2.898848684210525994e-01,2.798887971463866610e-04
2.932168784029037800e-01,2.804034655395130048e-04
2.965488883847549606e-01,2.889826292231262588e-04
2.998808983666061412e-01,2.939314218626900058e-04
3.032129083484573218e-01,3.012063850467883879e-04
3.065449183303085023e-01,3.082100364533647461e-04
3.098769283121596829e-01,3.140524300673684850e-04
3.132089382940108635e-01,3.208651743857840097e-04
3.165409482758620441e-01,3.284471487319451030e-04
3.198729582577132247e-01,3.356430320644760183e-04
3.232049682395644052e-01,3.479079574211698528e-04
3.265369782214155858e-01,3.472267977059751267e-04
3.298689882032667664e-01,3.524166249443855020e-04
3.332009981851179470e-01,3.675098207165654763e-04
3.365330081669691276e-01,3.743217349637816709e-04
3.398650181488203081e-01,3.893687184261215069e-04
3.431970281306714887e-01,3.991366674844078286e-04
3.465290381125226693e-01,4.034567490457644954e-04
3.498610480943738499e-01,4.148151247518683054e-04
3.531930580762250305e-01,4.260378388296652747e-04
3.565250680580761555e-01,4.369468216240398142e-04
3.598570780399273361e-01,4.490992345855108515e-04
3.631890880217785167e-01,4.550797820197962479e-04
3.665210980036296973e-01,4.697186916563166840e-04
3.698531079854808779e-01,4.864671289049171525e-04
3.731851179673320584e-01,5.018443481800692911e-04
3.765171279491832390e-01,5.176055669068065209e-04
3.798491379310344196e-01,5.328170701549229862e-04
3.831811479128856002e-01,5.415862466082211907e-04
3.865131578947367808e-01,5.587279569267080857e-04
3.898451678765879613e-01,5.775521368314214671e-04
3.931771778584391419e-01,5.943260572797192179e-04
3.965091878402903225e-01,6.170095601492907355e-04
3.998411978221415031e-01,6.395112804068658549e-04
4.031732078039926837e-01,6.640276785130530112e-04
4.065052177858438642e-01,6.883745883303859885e-04
4.098372277676950448e-01,7.203391710104012228e-04
4.131692377495462254e-01,7.468534998607894923e-04
4.165012477313974060e-01,7.735617318383723219e-04
4.198332577132485866e-01,7.987926890552647695e-04
4.231652676950997671e-01,8.393304655341604853e-04
4.264972776769509477e-01,8.732570717668796615e-04
4.298292876588021283e-01,9.144030704481016097e-04
4.331612976406533089e-01,9.613015923757051466e-04
4.364933076225044895e-01,1.009357560974025484e-03
4.398253176043556700e-01,1.067147294640557673e-03
4.431573275862068506e-01,1.114957784029543516e-03
4.464893375680580312e-01,1.181974600917796775e-03
4.498213475499092118e-01,1.248334956688790503e-03
4.531533575317603924e-01,1.345547680247573654e-03
4.564853675136115729e-01,1.467453777925097243e-03
4.598173774954627535e-01,1.533081498363465019e-03
4.631493874773139341e-01,1.672782027932837078e-03
4.664813974591651147e-01,1.805576954036778540e-03
4.698134074410162953e-01,1.957665846547350375e-03
4.731454174228674758e-01,2.169328190057223747e-03
4.764774274047186564e-01,2.412211858754514156e-03
4.798094373865698370e-01,2.712519511230878852e-03
4.831414473684210176e-01,3.097980238407137960e-03
4.864734573502721982e-01,3.606063165433285624e-03
4.898054673321233787e-01,4.333928128992281179e-03
4.931374773139745593e-01,5.350572847700924700e-03
4.964694872958257399e-01,7.117743799943445845e-03
4.998014972776768650e-01,1.050529690156014502e-02
5.031335072595281011e-01,1.979832907339264952e-02
5.064655172413792261e-01,1.221002538327123355e-01
5.097975272232304622e-01,2.635516531869855697e-02
5.131295372050815873e-01,1.206532936505189113e-02
5.164615471869328234e-01,7.782916173065443019e-03
5.197935571687839484e-01,5.781674244735861452e-03
5.231255671506351845e-01,4.609645533136458480e-03
5.264575771324863096e-01,3.795863079811896256e-03
5.297895871143375457e-01,3.234494955156837822e-03
5.331215970961886708e-01,2.813849564908758871e-03
5.364536070780399069e-01,2.477947932404216212e-03
5.397856170598910319e-01,2.212584559787571410e-03
5.431176270417422680e-01,1.967870727523613871e-03
5.464496370235933931e-01,1.742787365207722986e-03
5.497816470054446292e-01,1.533318064720361326e-03
5.531136569872957542e-01,1.251894392206581372e-03
5.564456669691469903e-01,5.177088600867339003e-04
5.597776769509981154e-01,4.491065189761562181e-03
5.631096869328493515e-01,1.921000575156511141e-03
5.664416969147004766e-01,1.603707072102285736e-03
5.697737068965516016e-01,1.458019609146800127e-03
5.731057168784028377e-01,1.332585419929183069e-03
5.764377268602539628e-01,1.254550269222894521e-03
5.797697368421051989e-01,1.192773355768269716e-03
5.831017468239563240e-01,1.127868647691930657e-03
5.864337568058075600e-01,1.075336413981605593e-03
5.897657667876586851e-01,1.029161264526040837e-03
5.930977767695099212e-01,9.902356171064140462e-04
5.964297867513610463e-01,9.530664150524182417e-04
5.997617967332122824e-01,9.167779169745414588e-04
6.030938067150634074e-01,8.797019694892647870e-04
6.064258166969146435e-01,8.475871043062007358e-04
6.097578266787657686e-01,8.298651357251452584e-04
6.130898366606170047e-01,7.992628756535528336e-04
6.164218466424681298e-01,7.837230172548532037e-04
6.197538566243193658e-01,7.555745972735453597e-04
6.230858666061704909e-01,7.316787498822043294e-04
6.264178765880217270e-01,7.143290843296169496e-04
6.297498865698728521e-01,6.974412014440021373e-04
6.330818965517240882e-01,6.800906637479978102e-04
6.364139065335752132e-01,6.575149138008790344e-04
6.397459165154264493e-01,6.484807421395162889e-04
6.430779264972775744e-01,6.297219303468532372e-04
6.464099364791288105e-01,6.113634009790525547e-04
6.497419464609799356e-01,6.017632339263537158e-04
6.530739564428311716e-01,5.866579371176391076e-04
6.564059664246822967e-01,5.769620164286793631e-04
6.597379764065335328e-01,5.599082633260286457e-04
6.630699863883846579e-01,5.555764521254190347e-04
6.664019963702358940e-01,5.409181550385777203e-04
6.697340063520870190e-01,5.282435041927942493e-04
6.730660163339382551e-01,5.203962136467020104e-04
6.763980263157893802e-01,5.122774361141336314e-04
6.797300362976406163e-01,5.058120610144860134e-04
6.830620462794917414e-01,4.950447913027294358e-04
6.863940562613429774e-01,4.804371552332801771e-04
6.897260662431941025e-01,4.748039748953866821e-04
6.930580762250453386e-01,4.708507872221705682e-04
6.963900862068964637e-01,4.610692479531515952e-04
6.997220961887476998e-01,4.566514375189682957e-04
7.030541061705988248e-01,4.481934663264663704e-04
7.063861161524500609e-01,4.429459422892243858e-04
7.097181261343011860e-01,4.392046575255702918e-04
7.130501361161523111e-01,4.300899528486433932e-04
7.163821460980035472e-01,4.244984776061170228e-04
7.197141560798546722e-01,4.163029684589284081e-04
7.230461660617059083e-01,4.092098202226902826e-04
7.263781760435570334e-01,4.026746687365912770e-04
7.297101860254082695e-01,3.997554659739610333e-04
7.330421960072593945e-01,3.942705354084071216e-04
7.363742059891106306e-01,3.872725087766277900e-04
7.397062159709617557e-01,3.849093579525185481e-04
7.430382259528129918e-01,3.765490758610759415e-04
7.463702359346641169e-01,3.734187633424335693e-04
7.497022459165153530e-01,3.690258890821414436e-04
7.530342558983664780e-01,3.655956914425488049e-04
7.563662658802177141e-01,3.623758482367220313e-04
7.596982758620688392e-01,3.606264944986727625e-04
7.630302858439200753e-01,3.551954900216140959e-04
7.663622958257712003e-01,3.494285536037593947e-04
7.696943058076224364e-01,3.449743770344771603e-04
7.730263157894735615e-01,3.393080275336332759e-04
7.763583257713247976e-01,3.395852437415973761e-04
7.796903357531759227e-01,3.346109183651958981e-04
7.830223457350271588e-01,3.325466082010557320e-04
7.863543557168782838e-01,3.283767263166431291e-04
7.896863656987295199e-01,3.254748726037038340e-04
7.930183756805806450e-01,3.194213060584550181e-04
7.963503856624318811e-01,3.177911540612379359e-04
7.996823956442830061e-01,3.154764312764724065e-04
8.030144056261342422e-01,3.110766492634143275e-04
8.063464156079853673e-01,3.085312214426159439e-04
8.096784255898366034e-01,3.083932953647435275e-04
8.130104355716877285e-01,3.037473144762452195e-04
8.163424455535389646e-01,3.026628397204178035e-04
8.196744555353900896e-01,2.974744974975901532e-04
8.230064655172413257e-01,2.920969176731385859e-04
8.263384754990924508e-01,2.905062039231472485e-04
8.296704854809436869e-01,2.894667366788051936e-04
8.330024954627948119e-01,2.834748128828219033e-04
8.363345054446460480e-01,2.821924616046223759e-04
8.396665154264971731e-01,2.812773372594306936e-04
8.429985254083484092e-01,2.827386989777204733e-04
8.463305353901995343e-01,2.767400297443102964e-04
8.496625453720507704e-01,2.710860779360465319e-04
8.529945553539018954e-01,2.706704469596021238e-04
8.563265653357530205e-01,2.687861277195798915e-04
8.596585753176042566e-01,2.650841845511477048e-04
8.629905852994553817e-01,2.657499215972785461e-04
8.663225952813066177e-01,2.652862682428009581e-04
8.696546052631577428e-01,2.633689284433678038e-04
8.729866152450089789e-01,2.631146695283438468e-04
8.763186252268601040e-01,2.584861201785223985e-04
8.796506352087113401e-01,2.557454393413296318e-04
8.829826451905624651e-01,2.558927215008081771e-04
8.863146551724137012e-01,2.499315397910470958e-04
8.896466651542648263e-01,2.461918973657322741e-04
8.929786751361160624e-01,2.518420481924716118e-04
8.963106851179671875e-01,2.468259526130945768e-04
8.996426950998184235e-01,2.470292582627986889e-04
9.029747050816695486e-01,2.504975805220735789e-04
9.063067150635207847e-01,2.424181728892292685e-04
9.096387250453719098e-01,2.363164666029367951e-04
9.129707350272231459e-01,2.427080082601546667e-04
9.163027450090742709e-01,2.388482030222547432e-04
9.196347549909255070e-01,2.334287304609013083e-04
9.229667649727766321e-01,2.309458181619750237e-04
9.262987749546278682e-01,2.331680508605591328e-04
9.296307849364789933e-01,2.294902732337429500e-04
9.329627949183302293e-01,2.307204448511975046e-04
9.362948049001813544e-01,2.269994040566878475e-04
9.396268148820325905e-01,2.208962402992680808e-04
9.429588248638837156e-01,2.231141773647819923e-04
9.462908348457349517e-01,2.220207072456001839e-04
9.496228448275860767e-01,2.276028288254975534e-04
9.529548548094373128e-01,2.180391724370204772e-04
9.562868647912884379e-01,2.095989663417674779e-04
9.596188747731396740e-01,2.493225612369495020e-04
9.629508847549907991e-01,1.816111404151204284e-04
9.662828947368420351e-01,2.261120969530035880e-04
9.696149047186931602e-01,2.233843451397068817e-04
9.729469147005443963e-01,2.121876218202662777e-04
9.762789246823955214e-01,2.097223980700657023e-04
9.796109346642467575e-01,2.112069430769641205e-04
9.829429446460978825e-01,2.196666624086080887e-04
9.862749546279491186e-01,2.159865767531816061e-04
9.896069646098002437e-01,2.141022952419868416e-04
9.929389745916514798e-01,2.136484999774327851e-04
9.962709845735026049e-01,2.113618489767309550e-04
9.996029945553537299e-01,2.105932987697175650e-04
1.002935004537204966e+00,2.138570427826328195e-04
1.006267014519056202e+00,2.557161696764801849e-04
1.009599024500907216e+00,3.344483781117116934e-04
1.012931034482758452e+00,4.216196212181925313e-04
1.016263044464609688e+00,2.490018829908476452e-04
1.019595054446460924e+00,2.091515313525346481e-04
1.022927064428311938e+00,1.888726580062199901e-04
1.026259074410163175e+00,1.707779071123619453e-04
1.029591084392014411e+00,1.732827644886643207e-04
1.032923094373865647e+00,1.745147898992365041e-04
1.036255104355716661e+00,1.792856750005912851e-04
1.039587114337567897e+00,1.780030292099412791e-04
1.042919124319419133e+00,1.795068821285158891e-04
1.046251134301270369e+00,1.813247958424825325e-04
1.049583144283121383e+00,1.725997314578675611e-04
1.052915154264972619e+00,1.726838470223729491e-04
1.056247164246823855e+00,1.694045663251636644e-04
1.059579174228675091e+00,1.803096589672527241e-04
1.062911184210526105e+00,1.701513813168183760e-04
1.066243194192377342e+00,1.508689114273067207e-04
1.069575204174228578e+00,1.964653842068216278e-04
1.072907214156079814e+00,1.697621375385210507e-04
1.076239224137930828e+00,1.674226195500343737e-04
1.079571234119782064e+00,1.730896176440388013e-04
1.082903244101633300e+00,1.673792970707006105e-04
1.086235254083484536e+00,1.706277460465945831e-04
1.089567264065335550e+00,1.693173131079090852e-04
1.092899274047186786e+00,1.703902035694273198e-04
1.096231284029038022e+00,1.707059007451192795e-04
1.099563294010889258e+00,1.656876457219652924e-04
1.102895303992740272e+00,1.691850319517998219e-04
1.106227313974591508e+00,1.640643367098248507e-04
1.109559323956442745e+00,1.631028867808494739e-04
1.112891333938293981e+00,1.672325621622407362e-04
1.116223343920144995e+00,1.608727658261166070e-04
1.119555353901996231e+00,1.622934161223389920e-04
1.122887363883847467e+00,1.630995887133691424e-04
1.126219373865698703e+00,1.681273525280934256e-04
1.129551383847549717e+00,1.686497345703879874e-04
