Frequency (Hz),Amplitude
0.000000000000000000e+00,2.323019093480603364e-04
3.332009981851179279e-03,3.074776990903792381e-04
6.664019963702358558e-03,1.502544813103346344e-04
9.996029945553538271e-03,1.386798439690395163e-04
1.332803992740471712e-02,1.327427521352084010e-04
1.666004990925589596e-02,1.175014829841295095e-04
1.999205989110707654e-02,1.215448344876532275e-04
2.332406987295825365e-02,1.163571867883259335e-04
2.665607985480943423e-02,1.113596011984144046e-04
2.998808983666061481e-02,1.017974583713365886e-04
3.332009981851179192e-02,1.012091574559919428e-04
3.665210980036297250e-02,9.432408671256734315e-05
3.998411978221415308e-02,1.026932328423703041e-04
4.331612976406533366e-02,9.789066376346869489e-05
4.664813974591650730e-02,9.689548601246718241e-05
4.998014972776768788e-02,9.527444137758562680e-05
5.331215970961886846e-02,9.555619272239615188e-05
5.664416969147004904e-02,9.064065334915785590e-05
5.997617967332122962e-02,9.584337595023242223e-05
6.330818965517240327e-02,9.167844490408487174e-05
6.664019963702358385e-02,9.830309488570740200e-05
6.997220961887476443e-02,9.592532651293236054e-05
7.330421960072594501e-02,9.640170417525756091e-05
7.663622958257712559e-02,9.941072236339362810e-05
7.996823956442830617e-02,9.731049422725630350e-05
8.330024954627948675e-02,9.632697234462065826e-05
8.663225952813066733e-02,9.502424747782909958e-05
8.996426950998183403e-02,9.962114669794659672e-05
9.329627949183301461e-02,1.001137215438796123e-04
9.662828947368419519e-02,9.776375815377038746e-05
9.996029945553537577e-02,9.900433292580072733e-05
1.032923094373865563e-01,9.969600596102705728e-05
1.066243194192377369e-01,1.011401483335949160e-04
1.099563294010889175e-01,1.043470642788654561e-04
1.132883393829400981e-01,1.052727439685803085e-04
1.166203493647912787e-01,1.085896461360143082e-04
1.199523593466424592e-01,1.077845308460407056e-04
1.232843693284936398e-01,1.072949937095697958e-04
1.266163793103448065e-01,1.092383151840515333e-04
1.299483892921959871e-01,1.069334666437179575e-04
1.332803992740471677e-01,1.100582355884531467e-04
1.366124092558983483e-01,1.100813721422754155e-04
1.399444192377495289e-01,1.110319473379634339e-04
1.432764292196007094e-01,1.092473304976604003e-04
1.466084392014518900e-01,1.130347732954478602e-04
1.499404491833030706e-01,1.114661434388511217e-04
1.532724591651542512e-01,1.109791391057745431e-04
1.566044691470054318e-01,1.140369631034347488e-04
1.599364791288566123e-01,1.135943270096251994e-04
1.632684891107077929e-01,1.136466592705117609e-04
1.666004990925589735e-01,1.183283018430434215e-04
1.699325090744101541e-01,1.190907074021907257e-04
1.732645190562613347e-01,1.220798850160466755e-04
1.765965290381125152e-01,1.187293495345965327e-04
1.799285390199636681e-01,1.203432448554095038e-04
1.832605490018148486e-01,1.216199475342512044e-04
1.865925589836660292e-01,1.218183370131506135e-04
1.899245689655172098e-01,1.228062652217567911e-04
1.932565789473683904e-01,1.255157728062421566e-04
1.965885889292195710e-01,1.272075628727995075e-04
1.999205989110707515e-01,1.289283364824341969e-04
2.032526088929219321e-01,1.332243464386011786e-04
2.065846188747731127e-01,1.310243865626004088e-04
2.099166288566242933e-01,1.334034292433035633e-04
2.132486388384754739e-01,1.346964870036123632e-04
2.165806488203266544e-01,1.348646986676542501e-04
2.199126588021778350e-01,1.392893816370366030e-04
2.232446687840290156e-01,1.393966764723443053e-04
2.265766787658801962e-01,1.424602649914974829e-04
2.299086887477313768e-01,1.430349957339958802e-04
2.332406987295825573e-01,1.463026861949875328e-04
2.365727087114337379e-01,1.472258230067443935e-04
2.399047186932849185e-01,1.508613463884705508e-04
2.432367286751360991e-01,1.510394992010983476e-04
2.465687386569872797e-01,1.519709745448726674e-04
2.499007486388384325e-01,1.540398503649351451e-04
2.532327586206896131e-01,1.571815914786633549e-04
2.565647686025407936e-01,1.599057830590431802e-04
2.598967785843919742e-01,1.609662006315526754e-04
2.632287885662431548e-01,1.661442719217084442e-04
2.665607985480943354e-01,1.658424395222276974e-04
2.698928085299455160e-01,1.712366541770251975e-04
2.732248185117966965e-01,1.712544042884201758e-04
2.765568284936478771e-01,1.730220305389685686e-04
2.798888384754990577e-01,1.762626390058610296e-04
2.832208484573502383e-01,1.779631549563739348e-04
2.865528584392014189e-01,1.831114695084423130e-04
2.898848684210525994e-01,1.881847954578174937e-04
2.932168784029037800e-01,1.875809078063646568e-04
2.965488883847549606e-01,1.906598855933087336e-04
2.998808983666061412e-01,1.937752527514615861e-04
3.032129083484573218e-01,1.951276329030898716e-04
3.065449183303085023e-01,2.027226380480579254e-04
3.098769283121596829e-01,2.022686232545489043e-04
3.132089382940108635e-01,2.090709491897103402e-04
3.165409482758620441e-01,2.113084017791183340e-04
3.198729582577132247e-01,2.148451545245930389e-04
3.232049682395644052e-01,2.210389263267784738e-04
3.265369782214155858e-01,2.223981063978006253e-04
3.298689882032667664e-01,2.264274832834120338e-04
3.332009981851179470e-01,2.333440191174190946e-04
3.365330081669691276e-01,2.379683602824058200e-04
3.398650181488203081e-01,2.416831042794508749e-04
3.431970281306714887e-01,2.489255493560579239e-04
3.465290381125226693e-01,2.517385155188228284e-04
3.498610480943738499e-01,2.560447052643684209e-04
3.531930580762250305e-01,2.638953368030291986e-04
3.565250680580761555e-01,2.695511464311780366e-04
3.598570780399273361e-01,2.749728356115289821e-04
3.631890880217785167e-01,2.820835514477260000e-04
3.665210980036296973e-01,2.895399890643493633e-04
3.698531079854808779e-01,2.998205885002196516e-04
3.731851179673320584e-01,3.052251569465038133e-04
3.765171279491832390e-01,3.120857746405347462e-04
3.798491379310344196e-01,3.217045475124575941e-04
3.831811479128856002e-01,3.322727377204790443e-04
3.865131578947367808e-01,3.407064868945343210e-04
3.898451678765879613e-01,3.470548110977125550e-04
3.931771778584391419e-01,3.602374637103440084e-04
3.965091878402903225e-01,3.719033876365314146e-04
3.998411978221415031e-01,3.816254319459276676e-04
4.031732078039926837e-01,3.964598124907135366e-04
4.065052177858438642e-01,4.040756313748676944e-04
4.098372277676950448e-01,4.190522283084779161e-04
4.131692377495462254e-01,4.353878616568062059e-04
4.165012477313974060e-01,4.516812652212758776e-04
4.198332577132485866e-01,4.638899140464328250e-04
4.231652676950997671e-01,4.866669769954230047e-04
4.264972776769509477e-01,5.083673398194925525e-04
4.298292876588021283e-01,5.260385576007786407e-04
4.331612976406533089e-01,5.513801962588737050e-04
4.364933076225044895e-01,5.718410855330519028e-04
4.398253176043556700e-01,6.031196029482093152e-04
4.431573275862068506e-01,6.296509018117827381e-04
4.464893375680580312e-01,6.633393501906982570e-04
4.498213475499092118e-01,7.020675583717333025e-04
4.531533575317603924e-01,7.393281565423336001e-04
4.564853675136115729e-01,7.867070396191409637e-04
4.598173774954627535e-01,8.361137242075868939e-04
4.631493874773139341e-01,8.909660407627810431e-04
4.664813974591651147e-01,9.597401459126765231e-04
4.698134074410162953e-01,1.035022159329098334e-03
