Frequency (Hz),Amplitude
0.000000000000000000e+00,2.308609050366144250e-02
3.335036330608537498e-03,1.670439929377202383e-04
6.670072661217074997e-03,1.520744493769340554e-04
1.000510899182561336e-02,9.061906443122509278e-05
1.334014532243414999e-02,8.422841791312268075e-05
1.667518165304268662e-02,6.889367732867126496e-05
2.001021798365122673e-02,6.815742288392945768e-05
2.334525431425976336e-02,7.285496328698317021e-05
2.668029064486829999e-02,5.435829642011703227e-05
3.001532697547683662e-02,6.503395158870679772e-05
3.335036330608537325e-02,6.490122913335968674e-05
3.668539963669391335e-02,5.682087324330308838e-05
4.002043596730245345e-02,6.113764142246490025e-05
4.335547229791098661e-02,5.652086739828859945e-05
4.669050862851952671e-02,4.933705126509323668e-05
5.002554495912805987e-02,4.726418275692900229e-05
5.336058128973659997e-02,1.006942342484178451e-04
5.669561762034514008e-02,7.544089954024473757e-05
6.003065395095367324e-02,7.161507085550257478e-05
6.336569028156220640e-02,7.496940824226878649e-05
6.670072661217074650e-02,6.867890005437034425e-05
7.003576294277928660e-02,6.542427983066294349e-05
7.337079927338782670e-02,7.370509972764817722e-05
7.670583560399636680e-02,6.043756428040119092e-05
8.004087193460490690e-02,6.991472123684876292e-05
8.337590826521343312e-02,6.991258620653438181e-05
8.671094459582197322e-02,6.892885090401309068e-05
9.004598092643051332e-02,6.788451199017088379e-05
9.338101725703905343e-02,6.858971058345488708e-05
9.671605358764759353e-02,6.843528062205749701e-05
1.000510899182561197e-01,7.030370615860029781e-05
1.033861262488646598e-01,6.950856975070119367e-05
1.067211625794731999e-01,7.076347598472650048e-05
1.100561989100817400e-01,7.078014411344231340e-05
1.133912352406902802e-01,7.054608559310822889e-05
1.167262715712988064e-01,7.141720400941530195e-05
1.200613079019073465e-01,7.739322875673196366e-05
1.233963442325158866e-01,7.621822091090348311e-05
1.267313805631244128e-01,7.122290815028961889e-05
1.300664168937329668e-01,7.448074864995114655e-05
1.334014532243414930e-01,7.411274795778045323e-05
1.367364895549500470e-01,7.647668382479929391e-05
1.400715258855585732e-01,7.872368285993603450e-05
1.434065622161670994e-01,7.796571566433747370e-05
1.467415985467756534e-01,7.729204156450301055e-05
1.500766348773841796e-01,7.657319257961082775e-05
1.534116712079927336e-01,7.827768217469789765e-05
1.567467075386012598e-01,7.951931384045333594e-05
1.600817438692098138e-01,8.187192901232114852e-05
1.634167801998183400e-01,8.205250873612316743e-05
1.667518165304268662e-01,8.040588244331132138e-05
1.700868528610354202e-01,8.481957802278717511e-05
1.734218891916439464e-01,8.662595154097062894e-05
1.767569255222525004e-01,8.400309762313323911e-05
1.800919618528610266e-01,8.821509207765918566e-05
1.834269981834695529e-01,9.038277148138707787e-05
1.867620345140781069e-01,9.023338868353715319e-05
1.900970708446866331e-01,9.092079250950698408e-05
1.934321071752951871e-01,9.331104398912660612e-05
1.967671435059037133e-01,9.197715953485378296e-05
2.001021798365122395e-01,9.469911893074588964e-05
