Frequency (Hz),Amplitude
0.000000000000000000e+00,2.303915144960157549e-02
3.332009981851179279e-03,1.982307056183409426e-04
6.664019963702358558e-03,1.323661487584382114e-04
9.996029945553538271e-03,9.629696813349461059e-05
1.332803992740471712e-02,5.694532035402471813e-05
1.666004990925589596e-02,7.048504027490188977e-05
1.999205989110707654e-02,8.075447817134773882e-05
2.332406987295825365e-02,7.480104497466982599e-05
2.665607985480943423e-02,8.128200743161279182e-05
2.998808983666061481e-02,7.922502128243133067e-05
3.332009981851179192e-02,7.709199547168527848e-05
3.665210980036297250e-02,8.609237349994330987e-05
3.998411978221415308e-02,8.934443215351580293e-05
4.331612976406533366e-02,9.309404814743971635e-05
4.664813974591650730e-02,1.257107921026997708e-04
4.998014972776768788e-02,1.941744321923415681e-04
5.331215970961886846e-02,1.267998307756958262e-04
5.664416969147004904e-02,3.774891604759849213e-05
5.997617967332122962e-02,1.883257006645898889e-05
6.330818965517240327e-02,2.513142931353872268e-05
6.664019963702358385e-02,4.048292397244584605e-05
6.997220961887476443e-02,4.419556852028697238e-05
7.330421960072594501e-02,4.952350475134155357e-05
7.663622958257712559e-02,4.580095479522151218e-05
7.996823956442830617e-02,4.681090016887802329e-05
8.330024954627948675e-02,4.517915192672047404e-05
8.663225952813066733e-02,4.500465913577328359e-05
8.996426950998183403e-02,5.511391500160940529e-05
9.329627949183301461e-02,5.174604027802293040e-05
9.662828947368419519e-02,4.719930359649158113e-05
9.996029945553537577e-02,2.833763187272746065e-05
1.032923094373865563e-01,5.523797272890421328e-05
1.066243194192377369e-01,6.379269546554993775e-05
1.099563294010889175e-01,4.893085141867837255e-05
1.132883393829400981e-01,4.696896753448908589e-05
1.166203493647912787e-01,5.570339360798879107e-05
1.199523593466424592e-01,5.819642875219024187e-05
1.232843693284936398e-01,5.578056084166844005e-05
1.266163793103448065e-01,5.786351929542722758e-05
1.299483892921959871e-01,5.606432638790080733e-05
1.332803992740471677e-01,5.228171241591140258e-05
1.366124092558983483e-01,5.348031338070323307e-05
1.399444192377495289e-01,5.870129816307084508e-05
1.432764292196007094e-01,5.795599559898594711e-05
1.466084392014518900e-01,5.554936547195470802e-05
1.499404491833030706e-01,5.358751885285140365e-05
1.532724591651542512e-01,6.106536873958184983e-05
1.566044691470054318e-01,6.246966795722943221e-05
1.599364791288566123e-01,5.907240774420272690e-05
1.632684891107077929e-01,5.795321076722382929e-05
1.666004990925589735e-01,6.135643769687055551e-05
1.699325090744101541e-01,6.164704010416754661e-05
1.732645190562613347e-01,6.381832497767148669e-05
1.765965290381125152e-01,5.997929542600925415e-05
1.799285390199636681e-01,6.028186772452436237e-05
1.832605490018148486e-01,5.594045091677466607e-05
1.865925589836660292e-01,5.654059753741498540e-05
1.899245689655172098e-01,6.053087759015959152e-05
1.932565789473683904e-01,6.687414624222692990e-05
1.965885889292195710e-01,6.163824857624795926e-05
1.999205989110707515e-01,6.389955583001224451e-05
2.032526088929219321e-01,5.999545393620397135e-05
2.065846188747731127e-01,6.381165405017127099e-05
2.099166288566242933e-01,6.776735996472896695e-05
