Time (s), Voltage 0 (V),Voltage 1 (V), Scan rate used is 235 Hz
0.000000000000000000e+00,-8.789062500000000000e-03,-7.812500000000000000e-03
4.255464644855373561e-03,-8.300781250000000000e-03,-7.812500000000000000e-03
8.510929289710747123e-03,-8.789062500000000000e-03,-7.812500000000000000e-03
1.276639393456611982e-02,-8.789062500000000000e-03,-7.324218750000000000e-03
1.702185857942149425e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
2.127732322427686867e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
2.553278786913223963e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
2.978825251398761406e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
3.404371715884298849e-02,-7.812500000000000000e-03,-7.812500000000000000e-03
3.829918180369835945e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
4.255464644855373735e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
4.681011109340910831e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
5.106557573826447927e-02,-7.812500000000000000e-03,-7.812500000000000000e-03
5.532104038311985716e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
5.957650502797522812e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
6.383196967283059908e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
6.808743431768597698e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
7.234289896254135488e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
7.659836360739671890e-02,-8.789062500000000000e-03,-7.812500000000000000e-03
8.085382825225209680e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
8.510929289710747470e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
8.936475754196283872e-02,-8.300781250000000000e-03,-7.324218750000000000e-03
9.362022218681821661e-02,-8.300781250000000000e-03,-7.812500000000000000e-03
9.787568683167359451e-02,-7.812500000000000000e-03,-7.812500000000000000e-03
1.021311514765289585e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.063866161213843364e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.106420807662397143e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.148975454110950922e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.191530100559504562e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.234084747008058341e-01,-7.812500000000000000e-03,-7.812500000000000000e-03
1.276639393456611982e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.319194039905165761e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.361748686353719540e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.404303332802273319e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.446857979250827098e-01,-7.812500000000000000e-03,-7.324218750000000000e-03
1.489412625699380877e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.531967272147934378e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.574521918596488157e-01,-7.812500000000000000e-03,-7.812500000000000000e-03
1.617076565045041936e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.659631211493595715e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.702185857942149494e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
1.744740504390703273e-01,-7.812500000000000000e-03,-7.324218750000000000e-03
1.787295150839256774e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
1.829849797287810553e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.872404443736364332e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.914959090184918111e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
1.957513736633471890e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
2.000068383082025669e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.042623029530579171e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.085177675979132950e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.127732322427686729e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.170286968876240508e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.212841615324794287e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
2.255396261773348066e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.297950908221901845e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.340505554670455346e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
2.383060201119009125e-01,-8.789062500000000000e-03,-7.812500000000000000e-03
2.425614847567562904e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.468169494016116683e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.510724140464670184e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.553278786913223963e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
2.595833433361777742e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.638388079810331521e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.680942726258885300e-01,-8.789062500000000000e-03,-8.300781250000000000e-03
2.723497372707439079e-01,-8.789062500000000000e-03,-7.812500000000000000e-03
2.766052019155992858e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.808606665604546637e-01,-7.812500000000000000e-03,-7.812500000000000000e-03
2.851161312053100416e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
2.893715958501654195e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
2.936270604950207974e-01,-7.812500000000000000e-03,-7.812500000000000000e-03
2.978825251398761753e-01,-8.789062500000000000e-03,-7.812500000000000000e-03
3.021379897847314977e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
3.063934544295868756e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
3.106489190744422535e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
3.149043837192976314e-01,-8.300781250000000000e-03,-7.812500000000000000e-03
3.191598483641530093e-01,-8.789062500000000000e-03,-7.324218750000000000e-03
3.234153130090083872e-01,-8.300781250000000000e-03,-7.324218750000000000e-03
